37601006020,10,10,,10,,,0,
37601006110,52,52,,52,52,,52,52
37601006400,206,211,,211,216,,216,223
37601006450,736,748,,748,759,,759,770
37601006500,496,503,,503,509,,509,514
37601006600,24,42,,42,61,,61,79
37601006651,1548,2,,2,8,,8,15
37601006660,188,188,,188,188,,188,188
37601006670,1058,1075,,1075,1088,,1088,1106
37601006690,455,469,,469,489,,489,511
37601006700,1941,1960,,1960,1974,,1974,1987
37601006720,445,457,,457,468,,468,474
37601006730,1373,1386,,1386,1398,,1398,1411
37601006770,177,185,,185,196,,196,1200
37601006780,77,84,,84,90,,90,97
37601006790,785,799,,799,799,,799,817
37601006800,1199,1199,,1199,1199,,1199,1199
37601006820,225,238,,238,260,,260,281
37601006865,572,572,,572,572,,572,572
37601006870,1138,1145,,1145,1152,,1152,1161
37601006880,56,56,,56,57,,57,59
37601006890,516,524,,524,532,,532,539
37601007000,320,320,,320,320,,320,320
37601007110,1,3,,3,3,,3,3
37601007300,1837,1847,,1847,1853,,1853,1859
37601007400,921,930,,930,939,,939,946
37601007430,797,814,,814,828,,828,840
37601007450,1339,1354,,1354,1368,,1368,1381
37601007480,21,28,,28,36,,36,47
37601007500,420,425,,425,430,,430,434
37601007640,490,495,,495,498,,498,502
37601007645,229,229,,229,229,,229,229
37601007650,133,141,,141,159,,159,168
37601007700,789,789,,789,789,,789,789
37601007710,5,5,,5,5,,5,5
37601009000,2125,2125,,2125,2125,,2125,2125
37601009160,201,214,,214,224,,224,233
37601009170,517,517,,517,517,,517,517
37601009180,59,59,,59,59,,59,59
37601009220,346,346,,346,346,,346,348
37601009255,328,328,,328,328,,328,328
37601009270,0,1167,,1167,1187,,1187,1193
37601009300,887,887,,887,887,,887,887
37601009350,1036,1036,,1036,1036,,1036,1036
37601009360,644,649,,649,652,,652,656
37601009370,1300,1308,,1308,1320,,1320,1330
37601009390,631,631,,631,631,,631,631
37601009400,1877,1894,,1894,1911,,1911,1932
37601009410,156,168,,168,180,,180,190
37601009415,412,412,,412,412,,412,412
37601009420,839,845,,845,851,,851,856
37601009460,176,181,,181,191,,191,198
37601009465,426,431,,431,440,,440,446
37601009490,92,96,,96,101,,101,105
37601009500,508,531,,531,557,,557,573
37601009510,655,661,,661,667,,667,672
37601009520,47,52,,52,55,,55,59
37601009540,502,502,,502,502,,502,502
37601009550,875,875,,875,875,,875,875
37601009570,233,233,,233,233,,233,233
37601009590,922,922,,922,922,,922,922
37601009610,667,675,,675,687,,687,697
37601009620,165,171,,171,175,,175,175
37601009670,995,1004,,1004,1009,,1009,1014
37601009688,157,162,,162,167,,167,172
37601009680,633,638,,638,642,,642,646
37601009690,679,684,,684,688,,688,693
37601009695,516,516,,516,516,,516,516
37601009700,569,575,,575,581,,581,587
37601010400,1299,1307,,1307,1315,,1315,1321
37601010480,840,840,,840,840,,840,840
37601010500,204,209,,209,213,,213,217
37601010540,654,664,,664,671,,671,679
37601010570,398,404,,404,410,,410,415
37601010600,175,175,,175,175,,175,175
37601010610,770,779,,779,784,,784,789
37601010625,1281,1281,,1281,1281,,1281,1281
37601010645,137,147,,147,151,,151,154
37601010660,1241,1241,,1241,1241,,1241,1241
37601010665,1641,1641,,1641,1641,,1641,1641
37601010700,1672,1672,,1672,1672,,1672,1672
37601010750,778,778,,778,778,,778,778
37601010770,1458,1470,,1470,1484,,1484,1498
37601010800,593,602,,602,610,,610,614
37601010810,400,408,,408,419,,419,429
37601010820,255,255,,255,255,,255,255
37601010855,220,227,,227,233,,233,239
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
,,,,0,,,0,
