37600434801,84,86,
37600434810,0,,
37600434820,8,18,
37600434830,2067,2078,
37600434850,991,993,
37600434870,0,,
37600434920,489,492,
37600434975,837,858,
37600434980,164,171,
37600435010,241,241,
37600435035,501,501,
37600435040,999,1007,
37600435050,898,906,
37600435060,602,608,
37600436000,9,1140,
37600437001,0,,
37600437002,355,357,
37600439000,442,450,
37600439140,101,101,
37600439250,341,357,
37600439500,521,527,
37600443460,356,363,
37600445000,2641,2641,
37600446600,16,16,
37600448000,1,1,
37600449001,916,924,
37600449990,1671,1671,
37600450010,77,77,
37600450051,1552,1568,
37600450060,860,876,
37600450080,280,280,
37600450090,287,287,
37600450100,1281,1283,
37600450140,380,383,
37600450151,0,,
37600450190,817,817,
37600450210,198,203,
37600450270,408,411,
37600450300,54,54,
37600450310,243,248,
37600450320,987,996,
37600450340,1194,1201,
37600450350,1223,1245,
37600450380,91,93,
37600450400,320,324,
37600450590,837,846,
37600450600,410,410,
37600450610,200,209,
37600450700,0,,
37600450710,325,325,
37600450720,385,385,
37600450730,0,,
37600450750,1850,1873,
37600450760,97,97,
37600450770,234,234,
37600450780,207,207,
37600450790,1129,1129,
37600450800,0,,
37600450820,429,435,
37600450840,1670,1670,
37600450850,257,260,
37600450900,360,360,
