STOCK  WORKSHEET AS AT  2022-05-13
ITEM NO , CODE ,  ITEM  , UNITS , CATEGORY , LOCATION , QUANTITY , UNIT PRICE , VALUE , PHYSICAL COUNT ,  DIFFERENCE , REMARKS
229,MC00184,TACHOMETER CLOCK 18G - 83540 -00,PC,MOTOR CYCLE SPARES,L3,1,"2,306.00","2,306.00"
230,MC00185,TAIL LIGHT BASE ASSY. 17F - 84520 -00,PC,MOTOR CYCLE SPARES,L3,0,0.00,0.00
231,MC00186,TAIL LIGHTUNIT ASSY.,PC,MOTOR CYCLE SPARES,L3,0,"1,434.18",0.00
232,MC00187,TAIL LAMP BULB,PC,MOTOR CYCLE SPARES,L3,6,"1,334.74","8,008.44"
233,MC00188,TENSIONER 2N - 22178 - 00,PC,MOTOR CYCLE SPARES,L3,1,"1,252.80","1,252.80"
234,MC00189,TENSION SPRINGS - 90508 - 35850,PC,MOTOR CYCLE SPARES,L3,2,165.00,330.00
235,MC00190,THROTTLE ACCERATION,PC,MOTOR CYCLE SPARES,L3,0,150.00,0.00
236,MC00191,THROTTLE CABLE DT 125,PC,MOTOR CYCLE SPARES,L3,0,792.62,0.00
237,MC00192,THROTTLE CABLE/ METER CABLE  YAMAHA CRUX,PC,MOTOR CYCLE SPARES,L3,0,200.00,0.00
238,MC00193,THROTTLE VALVE 314 - 14112 - 25,PC,MOTOR CYCLE SPARES,L3,0,0.00,0.00
239,MC00194A,TIMING CHAIN YAMAHA CRUX,PC,MOTOR CYCLE SPARES,L3,0,936.10,0.00
240,MC00194B,TIMING CHAIN ROLLERS,PC,MOTOR CYCLE SPARES,L3,0,300.00,0.00
241,MC00194C,TIMING CHAIN 144011-KYY-90 HONDA,PC,MOTOR CYCLE SPARES,LC,0,450.00,0.00
242,MC00195,TORSION SPRING - 9050826450,PC,MOTOR CYCLE SPARES,L3,7,287.10,"2,009.70"
243,MC00196,TUBE 275 X 18 YBR / CRUX,PC,MOTOR CYCLE SPARES,L3,0,350.00,0.00
244,MC00197,TUBE 500 X 12 TUK TUK,PC,MOTOR CYCLE SPARES,L3,0,800.00,0.00
245,MC00198,TUK - TUK HS - 200TR -F1,PC,MOTOR CYCLE SPARES,L3,0,"214,300.00",0.00
246,MC00199,TYRE 275 X 18  / 300 X 18,PC,MOTOR CYCLE SPARES,L3,0,"3,999.68",0.00
247,MC00200,TYRE 410 X 18 REAR,PC,MOTOR CYCLE SPARES,L3,2,"9,223.74","18,447.48"
248,MC00201,TYRE 500 X 12 TUK TUK,PC,MOTOR CYCLE SPARES,L3,0,"3,567.00",0.00
249,MC00202,VOLTAGE REGULATOR,PC,MOTOR CYCLE SPARES,L3,1,"8,304.44","8,304.44"
250,MC00203A,WIRE HAERDNESS - ASSY 18G - 82590 -00,SET,MOTOR CYCLE SPARES,L3,0,0.00,0.00
251,MC00203B,"WIRE,THROTTLE 2",PC,MOTOR CYCLE SPARES,L3,1,443.88,443.88
252,MC00203B,WHEEL RIM/ TRYE TUKTUK,PC,MOTOR CYCLE SPARES,L3,0,"6,750.00",0.00
253,MC00204,YAMAHA BIKEDT125/YBR 125,PC,MOTOR CYCLE SPARES,L3,0,"180,000.00",0.00
254,MC00182B,STARTER SWITCH HOAJIN,PC,MOTOR CYCLE SPARES,L5,0,350.00,0.00
255,MC0040C,CLUTCH CABLE  HAOJIN,PC,MOTOR CYCLE SPARES,L5,0,250.00,0.00
256, , , , , , , ,"299,251.82"
